2.699999999999999969e-02,3.200000000000000067e-02,3.799999999999999906e-02,4.499999999999999833e-02,4.399999999999999745e-02,4.100000000000000172e-02,1.239999999999999991e-01,7.620000000000000107e-01,9.679999999999999716e-01,9.949999999999999956e-01
2.900000000000000147e-02,3.300000000000000155e-02,2.500000000000000139e-02,3.500000000000000333e-02,4.599999999999999922e-02,4.700000000000000011e-02,1.930000000000000049e-01,8.820000000000000062e-01,9.989999999999999991e-01,1.000000000000000000e+00
3.099999999999999978e-02,2.999999999999999889e-02,4.000000000000000083e-02,3.099999999999999978e-02,5.099999999999999672e-02,4.700000000000000011e-02,3.220000000000000084e-01,9.719999999999999751e-01,9.989999999999999991e-01,1.000000000000000000e+00
4.100000000000000172e-02,3.500000000000000333e-02,4.100000000000000172e-02,3.599999999999999728e-02,5.000000000000000278e-02,8.999999999999999667e-02,7.900000000000000355e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
2.999999999999999889e-02,3.599999999999999728e-02,3.400000000000000244e-02,3.599999999999999728e-02,5.600000000000000117e-02,4.859999999999999876e-01,9.879999999999999893e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.599999999999999728e-02,4.200000000000000261e-02,4.000000000000000083e-02,5.399999999999999939e-02,3.019999999999999907e-01,9.559999999999999609e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.300000000000000155e-02,4.599999999999999922e-02,4.599999999999999922e-02,2.039999999999999869e-01,8.790000000000000036e-01,9.969999999999999973e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
5.399999999999999939e-02,4.100000000000000172e-02,1.849999999999999978e-01,8.229999999999999538e-01,9.919999999999999929e-01,9.979999999999999982e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
3.899999999999999994e-02,1.610000000000000042e-01,7.980000000000000426e-01,9.859999999999999876e-01,9.959999999999999964e-01,9.989999999999999991e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.580000000000000016e-01,7.740000000000000213e-01,9.769999999999999796e-01,9.899999999999999911e-01,9.989999999999999991e-01,9.979999999999999982e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.399999999999999911e-01,9.679999999999999716e-01,9.859999999999999876e-01,9.959999999999999964e-01,9.949999999999999956e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
9.599999999999999645e-01,9.879999999999999893e-01,9.949999999999999956e-01,9.979999999999999982e-01,9.979999999999999982e-01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
