6.338852643966674805e-01,6.347666382789611816e-01,6.333025693893432617e-01,6.321071386337280273e-01,6.286681890487670898e-01,6.209713220596313477e-01,5.930938720703125000e-01,4.365015923976898193e-01,2.419359385967254639e-01,1.554014682769775391e-01
6.346175670623779297e-01,6.341912150382995605e-01,6.331866383552551270e-01,6.320896148681640625e-01,6.281046867370605469e-01,6.187371015548706055e-01,5.738917589187622070e-01,3.866265416145324707e-01,2.089494913816452026e-01,1.384323984384536743e-01
6.335108876228332520e-01,6.342613697052001953e-01,6.322740316390991211e-01,6.320775151252746582e-01,6.268835663795471191e-01,6.124006509780883789e-01,5.412566065788269043e-01,3.211637437343597412e-01,1.889042407274246216e-01,1.344893425703048706e-01
6.332141160964965820e-01,6.340008378028869629e-01,6.332336664199829102e-01,6.294339895248413086e-01,6.211547255516052246e-01,5.864708423614501953e-01,4.291452169418334961e-01,2.572856545448303223e-01,1.693803519010543823e-01,1.216070428490638733e-01
6.336603760719299316e-01,6.334829330444335938e-01,6.316128373146057129e-01,6.253891587257385254e-01,6.020880341529846191e-01,4.929110705852508545e-01,3.291251659393310547e-01,2.170547097921371460e-01,1.458586454391479492e-01,1.053365170955657959e-01
6.342590451240539551e-01,6.318807005882263184e-01,6.276217103004455566e-01,6.111955642700195312e-01,5.256430506706237793e-01,3.857667744159698486e-01,2.644151449203491211e-01,1.727599501609802246e-01,1.178508475422859192e-01,9.632436186075210571e-02
6.321253776550292969e-01,6.292222738265991211e-01,6.151562929153442383e-01,5.424073934555053711e-01,4.224321246147155762e-01,3.050657510757446289e-01,2.042317390441894531e-01,1.377883702516555786e-01,1.037385091185569763e-01,9.295841306447982788e-02
6.299491524696350098e-01,6.175761222839355469e-01,5.531089901924133301e-01,4.422495067119598389e-01,3.331041336059570312e-01,2.318666279315948486e-01,1.590610891580581665e-01,1.175413206219673157e-01,9.854194521903991699e-02,9.203077107667922974e-02
6.193965077400207520e-01,5.610377192497253418e-01,4.506392776966094971e-01,3.505193591117858887e-01,2.527368664741516113e-01,1.839267313480377197e-01,1.377987116575241089e-01,1.102646663784980774e-01,9.757141023874282837e-02,9.202571958303451538e-02
5.614196658134460449e-01,4.582872390747070312e-01,3.625524044036865234e-01,2.684214115142822266e-01,2.025218009948730469e-01,1.594457030296325684e-01,1.272046566009521484e-01,1.074659600853919983e-01,9.697024524211883545e-02,9.192125499248504639e-02
4.629200696945190430e-01,3.690414130687713623e-01,2.759140133857727051e-01,2.117068171501159668e-01,1.749100387096405029e-01,1.490853577852249146e-01,1.243903040885925293e-01,1.074167340993881226e-01,9.815514087677001953e-02,9.344644844532012939e-02
3.724222779273986816e-01,2.836629748344421387e-01,2.188032120466232300e-01,1.859502941370010376e-01,1.634454280138015747e-01,1.454555243253707886e-01,1.248947829008102417e-01,1.085941344499588013e-01,1.001573950052261353e-01,9.743195772171020508e-02
